index,label,count,number_of_blocks,topic,sentiment,stemmed_word
1290,Dhama,2,1,Topic 6,normal,dhama
1291,polypeptide,3,1,Topic 4,normal,polypeptid
1292,Lai,2,1,Topic 6,normal,lai
1293,Holmes,2,1,Topic 6,normal,holm
1294,Xue,2,1,Topic 6,normal,xue
1298,ADJ3,21,1,Topic 6,normal,adj3
1299,spermatogonia,6,1,Topic 6,normal,spermatogonia
1300,Leydig,7,1,Topic 6,normal,leydig
1301,Sertoli,7,1,Topic 6,normal,sertoli
1302,hormones,17,1,Topic 4,normal,hormon
1304,LH,33,1,Topic 6,normal,lh
1305,testosterone,6,1,Topic 6,normal,testosteron
1306,FSH,9,1,Topic 6,normal,fsh
1309,Neu5Gc,42,1,Topic 6,normal,neu5gc
1313,Malaysia,7,1,Topic 6,normal,malaysia
1314,notification,2,1,Topic 2,normal,notif
1315,conference,2,1,Topic 2,normal,confer
1317,Cuba,97,1,Topic 6,normal,cuba
1318,recipients,13,1,Topic 3,normal,recipi
1320,LRTI,16,1,Topic 6,normal,lrti
1325,NS2B,70,1,Topic 6,normal,ns2b
1326,NS3pro,43,1,Topic 6,normal,ns3pro
1327,cryoEM,12,1,Topic 6,normal,cryoem
1329,grids,10,1,Topic 4,normal,grid
1330,films,6,1,Topic 6,normal,film
1335,Ab,26,1,Topic 6,normal,ab
1339,Union,6,1,Topic 6,normal,union
1344,VES,29,1,Topic 6,normal,ve
1345,VEP,13,1,Topic 6,normal,vep
1348,IRTT,5,1,Topic 6,normal,irtt
1349,NCIT,6,1,Topic 6,normal,ncit
1350,Forehead,12,1,Topic 6,normal,forehead
1351,wrist,19,1,Topic 1,normal,wrist
1353,equilibria,10,1,Topic 5,normal,equilibria
1355,Hopf,11,1,Topic 6,normal,hopf
1356,codimension,15,1,Topic 6,normal,codimens
1358,theorem,22,1,Topic 5,normal,theorem
1359,Proof,10,1,Topic 6,normal,proof
1360,gravity,24,1,Topic 5,normal,graviti
1361,RTI,19,1,Topic 6,normal,rti
1363,OuMV,67,1,Topic 6,normal,oumv
1365,TGN,27,1,Topic 6,normal,tgn
1366,LL,28,1,Topic 6,normal,ll
1368,MPwt,33,1,Topic 6,normal,mpwt
1369,Doc,6,1,Topic 6,normal,doc
1371,users,4,1,Topic 2,normal,user
1374,Rstudio,2,1,Topic 6,normal,rstudio
1375,RAS,5,1,Topic 6,normal,ra
1376,FP,123,1,Topic 6,normal,fp
1377,PPs,37,1,Topic 6,normal,pp
1378,G1,119,1,Topic 6,normal,g1
1379,MCM,122,1,Topic 6,normal,mcm
1384,epistasis,26,1,Topic 1,normal,epistasi
1386,RmYN02,20,1,Topic 6,normal,rmyn02
1390,sgmRNA,18,1,Topic 6,normal,sgmrna
1395,Beaudette,23,1,Topic 6,normal,beaudett
1396,TRSB,13,1,Topic 6,normal,trsb
1397,pausing,25,1,Topic 3,normal,paus
1398,NP4452,8,1,Topic 6,normal,np4452
1400,NP4353,11,1,Topic 6,normal,np4353
1401,microspheres,11,1,Topic 6,normal,microspher
1403,ELISPOT,6,1,Topic 6,normal,elispot
1407,PTSS,21,1,Topic 6,normal,ptss
1409,PCL5,11,1,Topic 6,normal,pcl5
1410,sleep,23,1,Topic 2,normal,sleep
1411,PTSD,12,1,Topic 6,normal,ptsd
1414,arousal,4,1,Topic 6,normal,arous
1417,Eyring,8,1,Topic 6,normal,eyr
1420,MSIR,18,1,Topic 6,normal,msir
1421,MSEIR,17,1,Topic 6,normal,mseir
1423,Hainan,11,1,Topic 6,normal,hainan
1426,SPINT2,118,1,Topic 6,normal,spint2
1427,HMPV,42,1,Topic 6,normal,hmpv
1429,matriptase,39,1,Topic 4,normal,matriptas
1430,KLK5,24,1,Topic 6,normal,klk5
1434,RP,5,1,Topic 6,normal,rp
1436,Google,18,1,Topic 6,normal,googl
1440,Ei,35,1,Topic 6,normal,ei
1444,rotavirus,24,1,Topic 3,normal,rotaviru
1445,GBF1,37,1,Topic 6,normal,gbf1
1446,Arf1,9,1,Topic 6,normal,arf1
1447,VP7,49,1,Topic 6,normal,vp7
1448,NSP4,27,1,Topic 6,normal,nsp4
1450,DLPs,12,1,Topic 6,normal,dlp
1452,BFA,20,1,Topic 6,normal,bfa
1454,GCA,12,1,Topic 6,normal,gca
1456,CsA,64,1,Topic 6,normal,csa
1457,ALV,27,1,Topic 6,normal,alv
1458,arterivirus,8,1,Topic 3,normal,arteriviru
1459,EAV,35,1,Topic 6,normal,eav
1462,rEAV,19,1,Topic 6,normal,reav
1464,Malassezia,16,1,Topic 6,normal,malassezia
1466,dermatitis,5,1,Topic 6,normal,dermat
1467,MrV40,26,1,Topic 6,normal,mrv40
1468,Totiviridae,6,1,Topic 6,normal,totivirida
1469,satellite,9,1,Topic 3,normal,satellit
1470,restricta,29,1,Topic 6,normal,restricta
1472,KCTC,9,1,Topic 6,normal,kctc
1473,MrV40L,12,1,Topic 6,normal,mrv40l
1475,FMDV,9,1,Topic 6,normal,fmdv
1478,starvation,3,1,Topic 4,negative,starvat
1480,PGC1,15,1,Topic 6,normal,pgc1
1481,Use,2,1,Topic 6,normal,use
1483,EUA,3,1,Topic 6,normal,eua
1485,DETECTR,7,1,Topic 6,normal,detectr
1488,IVT,4,1,Topic 6,normal,ivt
1489,qRTPCR,3,1,Topic 6,normal,qrtpcr
1490,FSS,58,1,Topic 6,normal,fss
1492,Movie,26,1,Topic 6,normal,movi
1496,effusion,7,1,Topic 3,positive,effus
1497,lobes,7,1,Topic 4,normal,lobe
1504,HAMA,10,1,Topic 6,normal,hama
1505,colleagues,13,1,Topic 2,normal,colleagu
1506,immunodeficiency,5,1,Topic 1,normal,immunodefici
1507,AIODCRISPR,46,1,Topic 6,normal,aiodcrispr
1510,Cas12a,7,1,Topic 6,normal,cas12a
1511,MSTI,12,1,Topic 6,normal,msti
1513,eosinophils,17,1,Topic 4,normal,eosinophil
1514,NTproBNP,38,1,Topic 6,normal,ntprobnp
1517,Ab10,11,1,Topic 6,normal,ab10
1518,A129,2,1,Topic 6,normal,a129
1519,GangwonKorea2012,4,1,Topic 6,normal,gangwonkorea2012
1520,SD4,3,1,Topic 6,normal,sd4
1521,vgRNA,8,1,Topic 6,normal,vgrna
1523,NFB,33,1,Topic 6,normal,nfb
1526,IKK,23,1,Topic 6,normal,ikk
1527,T3A,16,1,Topic 6,normal,t3a
1528,IB,11,1,Topic 6,normal,ib
1529,p65,14,1,Topic 4,normal,p65
1530,SKEMPI,17,1,Topic 6,normal,skempi
1536,leadership,2,1,Topic 6,normal,leadership
1537,messaging,2,1,Topic 6,normal,messag
1538,Qualtrics,2,1,Topic 6,normal,qualtric
1539,CloudResearch,2,1,Topic 6,normal,cloudresearch
1540,president,2,1,Topic 6,normal,presid
1541,Congress,2,1,Topic 6,normal,congress
1542,Director,4,1,Topic 6,normal,director
1543,stay,26,1,Topic 2,normal,stay
1544,radiomics,14,1,Topic 5,normal,radiom
1548,intervalidation,7,1,Topic 6,normal,intervalid
1549,ramps,35,1,Topic 5,normal,ramp
1550,curvature,118,1,Topic 5,normal,curvatur
1551,helicoids,53,1,Topic 6,normal,helicoid
1552,switches,35,1,Topic 5,normal,switch
1553,radius,29,1,Topic 4,normal,radiu
1554,pitch,27,1,Topic 5,normal,pitch
1556,RNASEL,25,1,Topic 6,normal,rnasel
1557,PaKi,19,1,Topic 6,normal,paki
1558,PyVs,73,1,Topic 6,normal,pyv
1559,ABO,27,1,Topic 6,normal,abo
1560,hypokalemia,54,1,Topic 4,normal,hypokalemia
1564,PACA,33,1,Topic 6,normal,paca
1565,PBCA,53,1,Topic 6,normal,pbca
1566,PEBCA,33,1,Topic 6,normal,pebca
1567,GSH,29,1,Topic 6,normal,gsh
1568,ATF4,21,1,Topic 6,normal,atf4
1570,adenoma,6,1,Topic 6,normal,adenoma
1571,transferrin,85,1,Topic 3,normal,transferrin
1572,TbpA,18,1,Topic 6,normal,tbpa
1573,TbpB,19,1,Topic 6,normal,tbpb
1574,somni,20,1,Topic 6,normal,somni
1575,caprine,18,1,Topic 3,normal,caprin
1577,radiograph,11,1,Topic 2,normal,radiograph
1578,PFN1,32,1,Topic 6,normal,pfn1
1579,P10,33,1,Topic 6,normal,p10
1580,PMF,16,1,Topic 6,normal,pmf
1582,SMD,38,1,Topic 6,normal,smd
1583,RMSD,19,1,Topic 6,normal,rmsd
1584,PFN1P10,23,1,Topic 6,normal,pfn1p10
1585,Cilia,101,1,Topic 6,normal,cilia
1586,sea,58,1,Topic 3,normal,sea
1587,anemones,23,1,Topic 6,normal,anemon
1589,ciliomes,55,1,Topic 6,normal,ciliom
1590,ENKUR,78,1,Topic 6,normal,enkur
1591,embryo,33,1,Topic 3,normal,embryo
1594,IGK,40,1,Topic 6,normal,igk
1595,IGL,33,1,Topic 6,normal,igl
1598,IGH,22,1,Topic 6,normal,igh
1599,locus,31,1,Topic 1,normal,locu
1600,IGHV,36,1,Topic 6,normal,ighv
1601,IGKV,31,1,Topic 6,normal,igkv
1602,CH17,42,1,Topic 6,normal,ch17
1604,pseudoknot,7,1,Topic 3,normal,pseudoknot
1607,absenteeism,52,1,Topic 5,normal,absente
1615,Saudi,5,1,Topic 6,normal,saudi
1616,Arabia,5,1,Topic 6,normal,arabia
1618,whilst,11,1,Topic 5,normal,whilst
1619,answers,24,1,Topic 5,normal,answer
1622,gown,14,1,Topic 5,normal,gown
1623,Pompe,4,1,Topic 6,normal,pomp
1624,GAA,11,1,Topic 6,normal,gaa
1625,glycogen,4,1,Topic 6,normal,glycogen
1629,New,6,1,Topic 6,normal,new
1630,Zealand,5,1,Topic 6,normal,zealand
1632,NSW,3,1,Topic 6,normal,nsw
1633,master,2,1,Topic 3,positive,master
1634,flaviviruses,3,1,Topic 3,normal,flavivirus
1636,Nile,4,1,Topic 6,normal,nile
1637,uORFs,5,1,Topic 6,normal,uorf
1638,NS2A,2,1,Topic 6,normal,ns2a
1640,C636,4,1,Topic 6,normal,c636
1641,HDL,132,1,Topic 6,normal,hdl
1642,Sterol,32,1,Topic 6,normal,sterol
1643,efflux,38,1,Topic 4,normal,efflux
1645,Validations,4,1,Topic 6,normal,valid
1647,throughput,2,1,Topic 1,normal,throughput
1651,volunteers,4,1,Topic 4,normal,volunt
1652,primerprobe,4,1,Topic 6,normal,primerprob
1654,division,5,1,Topic 4,normal,divis
1655,labour,6,1,Topic 2,normal,labour
1656,brood,23,1,Topic 3,negative,brood
1658,fertility,11,1,Topic 5,normal,fertil
1659,carers,15,1,Topic 5,normal,carer
1662,Scintillators,11,1,Topic 6,normal,scintil
1663,Xrays,15,1,Topic 6,normal,xray
1665,Ce,34,1,Topic 6,normal,ce
1666,GAGG,34,1,Topic 6,normal,gagg
1667,opsins,11,1,Topic 6,normal,opsin
1668,irradiation,15,1,Topic 4,normal,irradi
1670,bReaChES,7,1,Topic 6,normal,breach
1676,CSSEs,8,1,Topic 6,normal,css
1678,seconds,1,1,Topic 4,normal,second
1680,LLOQ,1,1,Topic 6,normal,lloq
1684,BCoV,2,1,Topic 6,normal,bcov
1687,concentrationsThe,1,1,Topic 6,normal,concentrationsth
1688,doiorg1011012020,1,1,Topic 6,normal,doiorg1011012020
1689,SARS2,1,1,Topic 6,normal,sars2
1691,ingredients,2,1,Topic 6,normal,ingredi
1692,disinfection,4,1,Topic 2,normal,disinfect
1693,alcohols,2,1,Topic 6,normal,alcohol
1696,TEV,25,1,Topic 6,normal,tev
1697,DTR,19,1,Topic 6,normal,dtr
1698,sCoVs,36,1,Topic 6,normal,scov
1700,CoV229E,19,1,Topic 6,normal,cov229
1701,CoVOC43,25,1,Topic 6,normal,covoc43
1702,CoVNL63,18,1,Topic 6,normal,covnl63
1704,Nglycans,29,1,Topic 6,normal,nglycan
1705,mz,49,1,Topic 6,normal,mz
1710,ptq,23,1,Topic 6,normal,ptq
1711,chance,10,1,Topic 2,normal,chanc
1712,jumps,12,1,Topic 1,normal,jump
1718,biofilms,46,1,Topic 4,normal,biofilm
1719,fibrillation,14,1,Topic 4,normal,fibril
1721,GQDs,69,1,Topic 6,normal,gqd
1723,PSM1,21,1,Topic 6,normal,psm1
1724,PKR,167,1,Topic 6,normal,pkr
1725,MAV1,52,1,Topic 6,normal,mav1
1726,MEF,41,1,Topic 6,normal,mef
1727,silvarum,9,1,Topic 6,normal,silvarum
1728,sheep,9,1,Topic 3,normal,sheep
1730,C38T,7,1,Topic 6,normal,c38t
1731,nuttalli,7,1,Topic 6,normal,nuttal
1733,content,27,1,Topic 1,normal,content
1734,Parhyale,32,1,Topic 6,normal,parhyal
1735,heterozygosity,9,1,Topic 6,normal,heterozygos
1736,polymorphism,9,1,Topic 1,normal,polymorph
1737,BAC,10,1,Topic 6,normal,bac
1739,sensitisation,39,1,Topic 2,normal,sensitis
1740,swan,9,1,Topic 6,normal,swan
1741,Sincheonji,19,1,Topic 6,normal,sincheonji
1742,cult,11,1,Topic 6,normal,cult
1745,infectionsheddingtransmission,4,1,Topic 6,normal,infectionsheddingtransmiss
1746,codetections,16,1,Topic 6,normal,codetect
1747,telework,24,1,Topic 6,normal,telework
1748,Disruptions,22,1,Topic 6,normal,disrupt
1749,snowfall,10,1,Topic 6,normal,snowfal
1753,AH1N1,6,1,Topic 6,normal,ah1n1
1754,AH3N2,7,1,Topic 6,normal,ah3n2
1755,mucin,48,1,Topic 4,normal,mucin
1756,MUC5AC,120,1,Topic 6,normal,muc5ac
1759,MUC5B,28,1,Topic 6,normal,muc5b
1764,peer,31,1,Topic 4,normal,peer
1766,nephrology,15,1,Topic 6,normal,nephrolog
1768,submission,9,1,Topic 1,normal,submiss
1769,crossimmunity,24,1,Topic 6,normal,crossimmun
1771,HCoVOC43,27,1,Topic 6,normal,hcovoc43
1775,Candida,2,1,Topic 6,normal,candida
1776,First,2,1,Topic 6,normal,first
1777,June,7,1,Topic 6,normal,june
1778,May,5,1,Topic 6,normal,may
1780,influence,6,1,Topic 5,normal,influenc
1783,contribution,31,1,Topic 5,positive,contribut
1785,lysis,2,1,Topic 3,normal,lysi
1786,GO,5,1,Topic 6,normal,go
1788,nature,7,1,Topic 5,normal,natur
1789,OmpF,21,1,Topic 6,normal,ompf
1790,MAGE,11,1,Topic 6,normal,mage
1791,LIMD1,51,1,Topic 6,normal,limd1
1793,Han,8,1,Topic 6,normal,han
1796,LACV,22,1,Topic 6,normal,lacv
1798,Valinomycin,49,1,Topic 6,normal,valinomycin
1799,potassium,14,1,Topic 4,normal,potassium
1800,ionophore,17,1,Topic 6,normal,ionophor
1801,LPVr,43,1,Topic 6,normal,lpvr
1803,arbidol,21,1,Topic 4,normal,arbidol
1804,sulfate,4,1,Topic 4,normal,sulfat
1805,heparan,3,1,Topic 6,normal,heparan
1806,polysaccharides,3,1,Topic 6,normal,polysaccharid
1807,heparin,30,1,Topic 4,normal,heparin
1808,NaCl,5,1,Topic 6,normal,nacl
1811,FGF2,8,1,Topic 6,normal,fgf2
1813,freshwater,11,1,Topic 6,normal,freshwat
1816,river,21,1,Topic 3,normal,river
1819,reach,4,1,Topic 2,normal,reach
1820,Cam,8,1,Topic 6,normal,cam
1821,August,4,1,Topic 6,normal,august
1823,Saprospiraceae,4,1,Topic 6,normal,saprospiracea
1825,wastewater,5,1,Topic 6,normal,wastewat
1827,Leptospira,12,1,Topic 6,normal,leptospira
1828,VP35,59,1,Topic 6,normal,vp35
1829,Ser129,18,1,Topic 6,normal,ser129
1830,VP35S129A,35,1,Topic 6,normal,vp35s129a
1831,VP35WT,25,1,Topic 6,normal,vp35wt
1832,oligomerization,18,1,Topic 3,normal,oligomer
1834,lifting,9,1,Topic 2,normal,lift
1835,nonsurvivors,12,1,Topic 6,normal,nonsurvivor
1836,EVG,11,1,Topic 6,normal,evg
1837,Picornaviridae,2,1,Topic 6,normal,picornavirida
1839,PLCP,3,1,Topic 6,normal,plcp
1841,feces,5,1,Topic 3,normal,fece
1842,PLPC,2,1,Topic 6,normal,plpc
1843,flanking,3,1,Topic 3,normal,flank
1844,Epilepsy,23,1,Topic 6,normal,epilepsi
1846,seizure,74,1,Topic 4,normal,seizur
1848,MST,20,1,Topic 6,normal,mst
1849,GST,22,1,Topic 6,normal,gst
1850,appendicitis,136,1,Topic 6,normal,append
1851,clusteroutbreak,29,1,Topic 6,normal,clusteroutbreak
1853,eosinopenia,10,1,Topic 6,normal,eosinopenia
1857,DENIM,27,1,Topic 6,normal,denim
1859,execution,12,1,Topic 1,normal,execut
1861,NGDC,2,1,Topic 6,normal,ngdc
1863,oV,19,1,Topic 6,normal,ov
1866,vacations,11,1,Topic 6,normal,vacat
1867,visits,8,1,Topic 5,normal,visit
1868,schedules,12,1,Topic 6,normal,schedul
1873,crossreactivity,9,1,Topic 6,normal,crossreact
1875,ttest,17,1,Topic 6,normal,ttest
1876,sparse,5,1,Topic 2,normal,spars
1878,selftransmission,6,1,Topic 6,normal,selftransmiss
1880,Granger,7,1,Topic 6,normal,granger
1885,kinetoplastid,13,1,Topic 6,normal,kinetoplastid
1886,JGT,20,1,Topic 6,normal,jgt
1887,PP1,39,1,Topic 6,normal,pp1
1888,Wdr82,30,1,Topic 6,normal,wdr82
1889,PNUTS,53,1,Topic 6,normal,pnut
1890,JBP3,42,1,Topic 6,normal,jbp3
1891,brucei,30,1,Topic 3,normal,brucei
1894,STH,28,1,Topic 6,normal,sth
1895,MDA,16,1,Topic 6,normal,mda
1897,interruption,17,1,Topic 5,negative,interrupt
1898,eggs,16,1,Topic 5,normal,egg
1899,Refs,20,1,Topic 6,normal,ref
1900,jn,23,1,Topic 6,normal,jn
1901,configurations,37,1,Topic 5,normal,configur
1903,nextgeneration,2,1,Topic 6,normal,nextgener
1904,CRISPRnCoV,7,1,Topic 6,normal,crisprncov
1906,Cas13a,2,1,Topic 6,normal,cas13a
1908,TaxIt,28,1,Topic 6,normal,taxit
1909,iteration,16,1,Topic 1,normal,iter
1910,fact,2,1,Topic 5,normal,fact
1913,enhancers,119,1,Topic 4,normal,enhanc
1914,CA12,42,1,Topic 6,normal,ca12
1915,SLC16A14,32,1,Topic 6,normal,slc16a14
1916,TREs,52,1,Topic 6,normal,tre
1917,FLCspecific,27,1,Topic 6,normal,flcspecif
1918,CREB,23,1,Topic 6,normal,creb
1919,LINC00473,31,1,Topic 6,normal,linc00473
1920,2019nCoV,1,1,Topic 6,normal,2019ncov
1922,Aspergillus,25,1,Topic 6,normal,aspergillu
1923,CFUs,7,1,Topic 6,normal,cfu
1924,Text,5,1,Topic 6,normal,text
1925,Zscore,6,1,Topic 6,normal,zscore
1927,Droplet,14,1,Topic 6,normal,droplet
1928,ddPCR,29,1,Topic 6,normal,ddpcr
1929,TALC,28,1,Topic 6,normal,talc
1931,graph,12,1,Topic 1,normal,graph
1932,SR,21,1,Topic 6,normal,sr
1933,exploration,14,1,Topic 1,normal,explor
1934,DBG,11,1,Topic 6,normal,dbg
1937,LCMS,18,1,Topic 6,normal,lcm
1939,DDA,13,1,Topic 6,normal,dda
1940,DIA,11,1,Topic 6,normal,dia
1942,electroporation,10,1,Topic 3,normal,electropor
1945,output,7,1,Topic 1,normal,output
1946,PVY,5,1,Topic 6,normal,pvi
1947,PoUDs,5,1,Topic 6,normal,poud
1948,CMV,9,1,Topic 6,normal,cmv
1949,PLANTDx,6,1,Topic 6,normal,plantdx
1951,STAR,11,1,Topic 6,normal,star
1953,herpesviruses,25,1,Topic 1,normal,herpesvirus
1955,MET,9,1,Topic 6,normal,met
1956,synergies,10,1,Topic 6,normal,synergi
1958,DeepTracer,31,1,Topic 6,normal,deeptrac
1959,atoms,71,1,Topic 1,normal,atom
1960,resilience,4,1,Topic 6,normal,resili
1961,df1,3,1,Topic 6,normal,df1
1962,df2,3,1,Topic 6,normal,df2
1963,Tukey,3,1,Topic 6,normal,tukey
1964,HSD,3,1,Topic 6,normal,hsd
1966,education,12,1,Topic 2,normal,educ
1967,opinion,4,1,Topic 2,normal,opinion
1968,preparedness,7,1,Topic 5,normal,prepared
1970,reliability,10,1,Topic 1,normal,reliabl
1972,options,7,1,Topic 1,normal,option
1974,Israel,13,1,Topic 6,normal,israel
1975,IDRs,35,1,Topic 6,normal,idr
1976,FtsZ,135,1,Topic 6,normal,ftsz
1977,CTT,132,1,Topic 6,normal,ctt
1978,subtilis,22,1,Topic 1,normal,subtili
1979,GTP,48,1,Topic 6,normal,gtp
1980,inland,5,1,Topic 6,normal,inland
1981,descriptions,6,1,Topic 2,normal,descript
1985,Wholesale,7,1,Topic 6,normal,wholesal
1986,EGCG,99,1,Topic 6,normal,egcg
1987,helicase,67,1,Topic 3,normal,helicas
1988,NTPase,35,1,Topic 6,normal,ntpase
1991,phagocytosis,6,1,Topic 4,normal,phagocytosi
1992,HCMV,13,1,Topic 6,normal,hcmv
1994,gB,14,1,Topic 6,normal,gb
1996,dpo,7,1,Topic 6,normal,dpo
1997,A450,7,1,Topic 6,normal,a450
1999,glass,10,1,Topic 4,normal,glass
2000,opacity,13,1,Topic 5,normal,opac
2001,bronchogram,5,1,Topic 5,normal,bronchogram
2002,WIV04,22,1,Topic 6,normal,wiv04
2004,downstream,45,1,Topic 3,normal,downstream
2005,vg,22,1,Topic 5,normal,vg
2006,PUR,18,1,Topic 6,normal,pur
2007,PR,21,1,Topic 6,normal,pr
2008,Virophages,92,1,Topic 6,normal,virophag
2009,Guarani,63,1,Topic 6,normal,guarani
2010,Tupanvirus,81,1,Topic 6,normal,tupanviru
2011,Deep,16,1,Topic 6,normal,deep
2012,Ocean,16,1,Topic 6,normal,ocean
2013,MxB,56,1,Topic 6,normal,mxb
2014,disparities,12,1,Topic 6,normal,dispar
2015,race,11,1,Topic 3,normal,race
2018,nonsmoker,24,1,Topic 6,normal,nonsmok
2022,future,20,1,Topic 2,normal,futur
2023,criterion,16,1,Topic 2,normal,criterion
2024,declaration,18,1,Topic 2,normal,declar
2025,EO,43,1,Topic 6,normal,eo
2026,bleomycin,26,1,Topic 3,normal,bleomycin
2028,HBoV,40,1,Topic 6,normal,hbov
2031,HBoV2,12,1,Topic 6,normal,hbov2
2032,AVAN,58,1,Topic 6,normal,avan
2034,premiRNAs,48,1,Topic 6,normal,premirna
2035,stemloops,49,1,Topic 6,normal,stemloop
2036,CVMs,17,1,Topic 6,normal,cvm
2039,Myocarditis,11,1,Topic 6,normal,myocard
2040,ECGs,18,1,Topic 6,normal,ecg
2041,MHCII,8,1,Topic 6,normal,mhcii
2043,phi6,35,1,Topic 6,normal,phi6
2045,YF,31,1,Topic 6,normal,yf
2046,surgeon,7,1,Topic 6,normal,surgeon
2048,outpatient,13,1,Topic 5,normal,outpati
2049,ambulatory,5,1,Topic 5,normal,ambulatori
2050,WA,10,1,Topic 6,normal,wa
2051,pMHCI,17,1,Topic 6,normal,pmhci
2052,immunology,6,1,Topic 6,normal,immunolog
2053,pAime128,15,1,Topic 6,normal,paime128
2054,panda,35,1,Topic 6,normal,panda
2055,PBG,23,1,Topic 6,normal,pbg
2056,2m,7,1,Topic 6,normal,2m
2057,Aime128,18,1,Topic 6,normal,aime128
2058,CCVNGY9,12,1,Topic 6,normal,ccvngy9
2059,Tyr,14,1,Topic 6,normal,tyr
2060,Glu,12,1,Topic 6,normal,glu
2061,Trp,8,1,Topic 6,normal,trp
2062,collar,5,1,Topic 6,normal,collar
2064,rosetta,17,1,Topic 3,normal,rosetta
2065,microtubules,7,1,Topic 6,normal,microtubul
2066,septins,11,1,Topic 6,normal,septin
2068,toxicity,76,1,Topic 4,normal,toxic
2069,bPEI,64,1,Topic 6,normal,bpei
2070,redox,25,1,Topic 1,normal,redox
2071,Spring,10,1,Topic 6,normal,spring
2072,Festival,11,1,Topic 6,normal,festiv
2073,hemoglobin,53,1,Topic 3,normal,hemoglobin
2074,globin,26,1,Topic 3,normal,globin
2075,primate,15,1,Topic 3,normal,primat
2076,IsdB,43,1,Topic 6,normal,isdb
2077,aureus,25,1,Topic 3,normal,aureu
2078,baboon,16,1,Topic 3,normal,baboon
2083,Reff,3,1,Topic 6,normal,reff
2084,PAX,67,1,Topic 6,normal,pax
2086,BAG,31,1,Topic 6,normal,bag
2087,WM,25,1,Topic 6,normal,wm
2088,DMVs,21,1,Topic 6,normal,dmv
2089,spherules,6,1,Topic 6,normal,spherul
2090,DMSs,23,1,Topic 6,normal,dmss
2091,invaginations,4,1,Topic 6,normal,invagin
2092,autoradiography,9,1,Topic 3,normal,autoradiographi
2093,astroviruses,25,1,Topic 3,normal,astrovirus
2094,ORF1b,17,1,Topic 6,normal,orf1b
2097,ORFX,44,1,Topic 6,normal,orfx
2098,genogroup,24,1,Topic 3,normal,genogroup
2099,XP,77,1,Topic 6,normal,xp
2100,VILI,9,1,Topic 6,normal,vili
2101,senescence,35,1,Topic 4,normal,senesc
2102,instillation,11,1,Topic 6,normal,instil
2107,biopsy,7,1,Topic 1,normal,biopsi
2108,turbinate,8,1,Topic 4,normal,turbin
2110,VL,79,1,Topic 6,normal,vl
2111,PKDL,40,1,Topic 6,normal,pkdl
2112,evolutionary,1,1,Topic 1,normal,evolutionari
2113,bank,1,1,Topic 1,normal,bank
2114,SARSlike,2,1,Topic 6,normal,sarslik
2115,FUBAR,2,1,Topic 6,normal,fubar
2116,SwissModel,2,1,Topic 6,normal,swissmodel
2118,timeseries,2,1,Topic 6,normal,timeseri
2119,trajectory,2,1,Topic 2,normal,trajectori
2120,crew,6,1,Topic 2,normal,crew
2122,PAF,13,1,Topic 6,normal,paf
2125,anesthesia,18,1,Topic 4,normal,anesthesia
2126,dexmedetomidine,37,1,Topic 6,normal,dexmedetomidin
2127,alfaxalone,24,1,Topic 6,normal,alfaxalon
2128,propofol,38,1,Topic 6,normal,propofol
2129,isoflurane,17,1,Topic 4,normal,isofluran
2131,slopes,13,1,Topic 5,normal,slope
2132,reflexes,19,1,Topic 5,normal,reflex
2133,CMGs,23,1,Topic 6,normal,cmg
2134,IV,13,1,Topic 6,normal,iv
2135,H20,13,1,Topic 6,normal,h20
2137,SMILES,11,1,Topic 6,normal,smile
2138,strings,10,1,Topic 1,normal,string
2139,LecB,80,1,Topic 6,normal,lecb
2140,keratinocytes,17,1,Topic 4,normal,keratinocyt
2141,wound,13,1,Topic 4,negative,wound
2142,IGF1R,19,1,Topic 6,normal,igf1r
2143,Gquadruplex,37,1,Topic 6,normal,gquadruplex
2144,SEPGQ,25,1,Topic 6,normal,sepgq
2145,Salmonella,12,1,Topic 6,normal,salmonella
2146,enterica,34,1,Topic 3,normal,enterica
2147,malK,5,1,Topic 6,normal,malk
2148,acridine,24,1,Topic 3,normal,acridin
2149,PGQ,16,1,Topic 6,normal,pgq
2152,Pakistan,5,1,Topic 6,normal,pakistan
2153,gradient,6,1,Topic 4,normal,gradient
2154,nonlinearity,4,1,Topic 6,normal,nonlinear
2155,vegetation,6,1,Topic 6,normal,veget
2156,Lahore,9,1,Topic 6,normal,lahor
2157,macaques,18,1,Topic 4,normal,macaqu
2158,foci,6,1,Topic 4,normal,foci
2159,nasal,6,1,Topic 4,normal,nasal
2160,microcephaly,10,1,Topic 1,normal,microcephali
2161,hybridization,13,1,Topic 3,normal,hybrid
2166,babies,21,1,Topic 5,normal,babi
2167,woman,10,1,Topic 1,normal,woman
2168,IDseq,6,1,Topic 6,normal,idseq
2169,pilot,3,1,Topic 4,normal,pilot
2170,Tororo,7,1,Topic 6,normal,tororo
2171,Uganda,4,1,Topic 6,normal,uganda
2173,orthobunyavirus,2,1,Topic 6,normal,orthobunyaviru
2175,HRVA,4,1,Topic 6,normal,hrva
2177,smears,4,1,Topic 6,normal,smear
2178,Nanjing,9,1,Topic 6,normal,nanj
2179,moment,8,1,Topic 2,normal,moment
2180,Kermack,6,1,Topic 6,normal,kermack
2181,McKendrick,6,1,Topic 6,normal,mckendrick
2182,GCC,8,1,Topic 6,normal,gcc
