index,label,count,number_of_blocks,topic,sentiment,stemmed_word
1659,PVY,5,1,Others,normal,pvi
1660,PoUDs,5,1,Others,normal,poud
1661,CMV,9,1,Others,normal,cmv
1662,PLANTDx,6,1,Others,normal,plantdx
1664,STAR,11,1,Others,normal,star
1666,Spring,10,1,Others,normal,spring
1667,Festival,11,1,Others,normal,festiv
1668,blend,5,1,Others,normal,blend
1669,oils,27,1,Others,normal,oil
1672,rumen,6,1,Others,normal,rumen
1673,fermentation,4,1,Others,normal,ferment
1674,dairy,5,1,Others,normal,dairi
1675,heifers,14,1,Others,normal,heifer
1677,feed,9,1,Others,normal,feed
1678,IGF1,3,1,Others,normal,igf1
1679,preweaning,8,1,Others,normal,prewean
1680,postweaning,6,1,Others,normal,postwean
1682,BW,3,1,Others,normal,bw
1683,BEO,23,1,Others,normal,beo
1684,Calf,8,1,Others,normal,calf
1685,meals,5,1,Others,normal,meal
1686,starter,5,1,Others,normal,starter
1690,MHCII,8,1,Others,normal,mhcii
1691,Hunan,5,1,Others,normal,hunan
1694,EPCLUSA,3,1,Others,normal,epclusa
1695,ProTide,3,1,Others,normal,protid
1700,personnel,40,1,Others,normal,personnel
1701,SCL90,7,1,Others,normal,scl90
1702,norm,9,1,Others,normal,norm
1708,Reff,3,1,Others,normal,reff
1710,NBS,6,1,Others,normal,nb
1711,RTLAMPNBS,9,1,Others,normal,rtlampnb
1712,F1ab,4,1,Others,normal,f1ab
1714,hapten,3,1,Others,normal,hapten
1715,Ei,35,1,Others,normal,ei
1716,HR1,28,1,Others,normal,hr1
1717,HR2,21,1,Others,normal,hr2
1718,EK1,13,1,Others,normal,ek1
1719,EK1C4,23,1,Others,normal,ek1c4
1721,determinants,3,1,Others,normal,determin
1723,TB,14,1,Others,normal,tb
1724,Tuberculosis,4,1,Others,normal,tuberculosi
1725,MTB,25,1,Others,normal,mtb
1727,ptq,23,1,Others,normal,ptq
1728,chance,10,1,Others,normal,chanc
1729,jumps,12,1,Others,normal,jump
1733,Remuzzi,6,1,Others,normal,remuzzi
1736,New,6,1,Others,normal,new
1737,Zealand,5,1,Others,normal,zealand
1740,NSW,3,1,Others,normal,nsw
1743,master,2,1,Others,positive,master
1744,smallmolecule,1,1,Others,normal,smallmolecul
1746,spectrum,2,1,Others,normal,spectrum
1747,Federation,1,1,Others,normal,feder
1748,Brazil,1,1,Others,normal,brazil
1749,create,1,1,Others,normal,creat
1750,Newer,1,1,Others,normal,newer
1751,tilorone,2,1,Others,normal,tiloron
1752,dihydrochloride,1,1,Others,normal,dihydrochlorid
1753,Amixin,1,1,Others,normal,amixin
1754,Lavomax,1,1,Others,normal,lavomax
1755,confluent,1,1,Others,normal,confluent
1756,monolayers,1,1,Others,normal,monolay
1757,96well,1,1,Others,normal,96well
1758,microplates,1,1,Others,normal,micropl
1759,MEM,1,1,Others,normal,mem
1760,DMEM,1,1,Others,normal,dmem
1765,stay,26,1,Others,normal,stay
1766,radiomics,14,1,Others,normal,radiom
1768,intervalidation,7,1,Others,normal,intervalid
1772,dependences,2,1,Others,normal,depend
1773,victim,5,1,Others,normal,victim
1775,Chernivtsi,2,1,Others,normal,chernivtsi
1776,Ukraine,2,1,Others,normal,ukrain
1778,S1CTDs,11,1,Others,normal,s1ctd
1779,Torovirus,18,1,Others,normal,toroviru
1780,EToV,24,1,Others,normal,etov
1783,U1,30,1,Others,normal,u1
1784,U2,27,1,Others,normal,u2
1787,ORF1a,21,1,Others,normal,orf1a
1789,penetration,18,1,Others,normal,penetr
1792,coatings,23,1,Others,normal,coat
1794,Mad1Mad2,21,1,Others,normal,mad1mad2
1795,SAC,35,1,Others,normal,sac
1797,Bub1,16,1,Others,normal,bub1
1799,Abl,51,1,Others,normal,abl
1800,kinase,50,1,Others,normal,kinas
1801,imatinib,43,1,Others,normal,imatinib
1802,GNF2,31,1,Others,normal,gnf2
1803,GNF5,31,1,Others,normal,gnf5
1804,syncytia,12,1,Others,normal,syncytia
1805,PAX,67,1,Others,normal,pax
1807,platelet,12,1,Others,normal,platelet
1815,SEYAR,8,1,Others,normal,seyar
1817,pMHCI,17,1,Others,normal,pmhci
1819,immunology,6,1,Others,normal,immunolog
1820,pAime128,15,1,Others,normal,paime128
1821,panda,35,1,Others,normal,panda
1823,PBG,23,1,Others,normal,pbg
1824,2m,7,1,Others,normal,2m
1825,Aime128,18,1,Others,normal,aime128
1826,CCVNGY9,12,1,Others,normal,ccvngy9
1827,Tyr,14,1,Others,normal,tyr
1828,Glu,12,1,Others,normal,glu
1829,Trp,8,1,Others,normal,trp
1830,BCR,13,1,Others,normal,bcr
1831,subtypes,18,1,Others,normal,subtyp
1832,SP,25,1,Others,normal,sp
1836,enhancers,119,1,Others,normal,enhanc
1838,CA12,42,1,Others,normal,ca12
1839,SLC16A14,32,1,Others,normal,slc16a14
1840,TREs,52,1,Others,normal,tre
1841,FLCspecific,27,1,Others,normal,flcspecif
1842,CREB,23,1,Others,normal,creb
1843,LINC00473,31,1,Others,normal,linc00473
1844,Adenovirus,5,1,Others,normal,adenoviru
1845,E1A,7,1,Others,normal,e1a
1846,polyadenylation,4,1,Others,normal,polyadenyl
1847,labor,31,1,Others,normal,labor
1848,obligations,34,1,Others,normal,oblig
1849,hACE2,21,1,Others,normal,hace2
1854,CAV1,27,1,Others,normal,cav1
1855,LNY,32,1,Others,normal,lni
1857,poly,106,1,Others,normal,poli
1859,tailfindr,25,1,Others,normal,tailfindr
1860,eosinophils,17,1,Others,normal,eosinophil
1861,LY6E,96,1,Others,normal,ly6e
1862,HSC,21,1,Others,normal,hsc
1863,HKU2,60,1,Others,normal,hku2
1865,C1,14,1,Others,normal,c1
1869,Information,10,1,Others,normal,inform
1870,Cascades,10,1,Others,normal,cascad
1871,TICs,18,1,Others,normal,tic
1872,tokens,13,1,Others,normal,token
1874,pleiotropic,10,1,Others,normal,pleiotrop
1876,mediation,39,1,Others,normal,mediat
1877,scb1,31,1,Others,normal,scb1
1878,Brady,17,1,Others,normal,bradi
1881,Rockman,19,1,Others,normal,rockman
1882,Kruglyak,12,1,Others,normal,kruglyak
1883,eQTL,26,1,Others,normal,eqtl
1885,KDKE,6,1,Others,normal,kdke
1888,buffer,12,1,Topic 2,normal,buffer
1889,elution,6,1,Others,normal,elut
1890,MNPs,8,1,Others,normal,mnp
1891,pcMNPs,10,1,Others,normal,pcmnp
1892,SKEMPI,17,1,Others,normal,skempi
1895,V1691R,11,1,Others,normal,v1691r
1896,rMERSCoV,12,1,Others,normal,rmerscov
1897,June,7,1,Others,normal,june
1899,May,5,1,Others,normal,may
1901,influence,6,1,Others,normal,influenc
1902,IDseq,6,1,Others,normal,idseq
1904,pilot,3,1,Others,normal,pilot
1905,Tororo,7,1,Others,normal,tororo
1906,Uganda,4,1,Others,normal,uganda
1908,orthobunyavirus,2,1,Others,normal,orthobunyaviru
1911,HRVA,4,1,Others,normal,hrva
1913,smears,4,1,Others,normal,smear
1914,defects,6,1,Others,negative,defect
1915,rosette,24,1,Others,normal,rosett
1916,Couscous,7,1,Others,normal,couscou
1917,clumps,13,1,Others,normal,clump
1918,glycosyltransferases,4,1,Others,normal,glycosyltransferas
1919,F1,13,1,Others,normal,f1
1921,RAS,5,1,Others,normal,ra
1922,POC,10,1,Others,normal,poc
1923,exchange,19,1,Others,normal,exchang
1928,degenerate,28,1,Others,negative,degener
1929,NS5,19,1,Others,normal,ns5
1931,PCRconfirmed,8,1,Others,normal,pcrconfirm
1932,IgA,14,1,Others,normal,iga
1933,serologic,7,1,Others,normal,serolog
1935,PRNT,8,1,Others,normal,prnt
1936,PSQI,21,1,Others,normal,psqi
1937,disturbances,28,1,Others,normal,disturb
1938,fMW,35,1,Others,normal,fmw
1939,p00001,7,1,Others,normal,p00001
1941,EVG,11,1,Others,normal,evg
1942,Picornaviridae,2,1,Others,normal,picornavirida
1943,PLCP,3,1,Others,normal,plcp
1945,feces,5,1,Others,normal,fece
1946,PLPC,2,1,Others,normal,plpc
1947,flanking,3,1,Others,normal,flank
1948,methodologies,5,1,Others,normal,methodolog
1949,HCA,40,1,Others,normal,hca
1951,analogs,11,1,Others,normal,analog
1952,MHVExoN,19,1,Others,normal,mhvexon
1953,P250,12,1,Others,normal,p250
1954,WTMHV,3,1,Others,normal,wtmhv
1955,P3,5,1,Others,normal,p3
1956,ns2,3,1,Others,normal,ns2
1957,NS,5,1,Others,normal,ns
1958,nsp14,6,1,Others,normal,nsp14
1959,Absolute,4,1,Others,normal,absolut
1963,starvation,3,1,Others,negative,starvat
1964,PGC1,15,1,Others,normal,pgc1
1965,YF,31,1,Others,normal,yf
1966,NexteraXT,1,1,Others,normal,nexteraxt
1968,San,1,1,Others,normal,san
1969,Diego,1,1,Others,normal,diego
1970,cleanup,1,1,Others,normal,cleanup
1971,Agencourt,1,1,Others,normal,agencourt
1972,Raw,1,1,Others,normal,raw
1973,Trimmomatic,1,1,Others,normal,trimmomat
1974,G30,1,1,Others,normal,g30
1975,BatLi09,1,1,Others,normal,batli09
1976,BatLi10,1,1,Others,normal,batli10
1977,BatLy17,1,1,Others,normal,batly17
1978,G31,1,1,Others,normal,g31
1979,BatLi08,1,1,Others,normal,batli08
1980,RCWG,2,1,Others,normal,rcwg
1982,VP3,1,1,Others,normal,vp3
1983,RVAs,5,1,Others,normal,rva
1984,Xiangyang,10,1,Others,normal,xiangyang
1986,Lipsitch,4,1,Others,normal,lipsitch
1988,RmYN02,20,1,Others,normal,rmyn02
1991,Candida,2,1,Others,normal,candida
1992,First,2,1,Others,normal,first
1993,confirmationtodeath,3,1,Others,normal,confirmationtodeath
1994,IFR,6,1,Others,normal,ifr
1995,nCFR,6,1,Others,normal,ncfr
1997,DTR,19,1,Others,normal,dtr
1999,SBI,36,1,Others,normal,sbi
2000,LCN2,53,1,Others,normal,lcn2
2001,MMP8,17,1,Others,normal,mmp8
2002,AUROC,9,1,Others,normal,auroc
2003,Bacterial,8,1,Others,normal,bacteri
2004,DB,10,1,Others,normal,db
2005,AmpSeq,40,1,Others,normal,ampseq
2006,electroporation,10,1,Others,normal,electropor
2009,PFN1,32,1,Others,normal,pfn1
2010,P10,33,1,Others,normal,p10
2011,PMF,16,1,Others,normal,pmf
2012,SMD,38,1,Others,normal,smd
2013,RMSD,19,1,Others,normal,rmsd
2014,PFN1P10,23,1,Others,normal,pfn1p10
2016,prognosis,11,1,Others,normal,prognosi
2018,TLM,10,1,Others,normal,tlm
2019,cryoEM,12,1,Others,normal,cryoem
2020,grids,10,1,Others,normal,grid
2022,films,6,1,Others,normal,film
2025,ZJ01,29,1,Others,normal,zj01
2027,wet,17,1,Others,normal,wet
2028,PLP2,38,1,Others,normal,plp2
2029,DUBmut,15,1,Others,normal,dubmut
2030,IRTT,5,1,Others,normal,irtt
2031,NCIT,6,1,Others,normal,ncit
2032,Forehead,12,1,Others,normal,forehead
2033,wrist,19,1,Others,normal,wrist
2034,IDSR,49,1,Others,normal,idsr
2036,implementation,11,1,Others,normal,implement
2037,completeness,12,1,Others,normal,complet
2038,timeliness,15,1,Others,normal,timeli
2040,freshwater,11,1,Others,normal,freshwat
2043,river,21,1,Others,normal,river
2046,reach,4,1,Others,normal,reach
2047,Cam,8,1,Others,normal,cam
2049,August,4,1,Others,normal,august
2051,Saprospiraceae,4,1,Others,normal,saprospiracea
2053,wastewater,5,1,Others,normal,wastewat
2054,Leptospira,12,1,Others,normal,leptospira
2055,stercoralis,11,1,Others,normal,stercorali
2056,strongyloidiasis,15,1,Others,normal,strongyloidiasi
2057,Strongyloides,8,1,Others,normal,strongyloid
2058,migrants,13,1,Others,normal,migrant
2059,CML,19,1,Others,normal,cml
2061,Alphacoronavirus,22,1,Others,normal,alphacoronaviru
2062,FCoV,23,1,Others,normal,fcov
2063,CCoV,28,1,Others,normal,ccov
2064,TGEV,8,1,Others,normal,tgev
2066,gravity,24,1,Others,normal,graviti
2067,hemoplasmas,18,1,Others,normal,hemoplasma
2069,roosts,7,1,Others,normal,roost
2070,milepost,10,1,Others,normal,milepost
2071,turning,17,1,Others,normal,turn
2072,SARI,2,1,Others,normal,sari
2073,hope,2,1,Others,normal,hope
2075,bounds,2,1,Others,normal,bound
2076,lopinavirritonavir,3,1,Others,normal,lopinavirritonavir
2077,Cui,2,1,Others,normal,cui
2078,Dhama,2,1,Others,normal,dhama
2079,polypeptide,3,1,Others,normal,polypeptid
2080,Lai,2,1,Others,normal,lai
2081,Holmes,2,1,Others,normal,holm
2082,Xue,2,1,Others,normal,xue
2085,thickening,21,1,Others,normal,thicken
2086,Disruptions,22,1,Others,normal,disrupt
2087,snowfall,10,1,Others,normal,snowfal
2089,AH1N1,6,1,Others,normal,ah1n1
2090,AH3N2,7,1,Others,normal,ah3n2
2091,territories,8,1,Others,normal,territori
2092,sCoVs,36,1,Others,normal,scov
2094,CoV229E,19,1,Others,normal,cov229
2095,CoVOC43,25,1,Others,normal,covoc43
2096,CoVNL63,18,1,Others,normal,covnl63
2097,visibility,17,1,Others,normal,visibl
2098,discovery,12,1,Others,normal,discoveri
2099,SARSCoV1,12,1,Others,normal,sarscov1
2102,Neu5Gc,42,1,Others,normal,neu5gc
2103,Chongqing,20,1,Others,normal,chongq
2104,IFNI,20,1,Others,normal,ifni
2106,STAT1,14,1,Others,normal,stat1
2107,RTI,19,1,Others,normal,rti
2108,Euglena,19,1,Others,normal,euglena
2109,beating,35,1,Others,normal,beat
2110,flagellum,38,1,Others,normal,flagellum
2111,MTs,51,1,Others,normal,mt
2112,Ax,78,1,Others,normal,ax
2113,plane,27,1,Others,normal,plane
2114,PFR,63,1,Others,normal,pfr
2115,bending,42,1,Others,normal,bend
2116,centerlines,22,1,Others,normal,centerlin
2117,crossreactivity,9,1,Others,normal,crossreact
2118,ttest,17,1,Others,normal,ttest
2119,PTSS,21,1,Others,normal,ptss
2120,PCL5,11,1,Others,normal,pcl5
2121,sleep,23,1,Others,normal,sleep
2122,PTSD,12,1,Others,normal,ptsd
2124,arousal,4,1,Others,normal,arous
2125,radiograph,11,1,Others,normal,radiograph
2126,Neuromodulation,13,1,Others,normal,neuromodul
2128,catecholamine,19,1,Others,normal,catecholamin
2129,nanosensor,23,1,Others,normal,nanosensor
2130,nIRCats,39,1,Others,normal,nircat
2132,stimulation,49,1,Others,normal,stimul
2133,dopamine,47,1,Others,normal,dopamin
2134,release,17,1,Topic 2,normal,releas
2135,FF,13,1,Others,normal,ff
2136,dorsal,10,1,Others,normal,dorsal
2137,striatum,23,1,Others,normal,striatum
2138,pulses,17,1,Others,normal,puls
2139,mA,9,1,Others,normal,ma
2140,view,16,1,Others,normal,view
2142,FSCV,15,1,Others,normal,fscv
2143,PPE,8,1,Others,normal,ppe
2145,IRF7,70,1,Others,normal,irf7
2146,VL,79,1,Others,normal,vl
2147,PKDL,40,1,Others,normal,pkdl
2149,hM3Dq,63,1,Others,normal,hm3dq
2150,CX3CR1CreER,27,1,Others,normal,cx3cr1creer
2152,Ca2,15,1,Others,normal,ca2
2158,V6,10,1,Others,normal,v6
2159,DENIM,27,1,Others,normal,denim
2160,execution,12,1,Others,normal,execut
2162,Sentinelles,3,1,Others,normal,sentinel
2166,dromedaries,17,1,Others,normal,dromedari
2167,mammals,2,1,Others,normal,mammal
2168,Gompertz,3,1,Others,normal,gompertz
2169,Algeria,11,1,Others,normal,algeria
2170,AlgCOVID19,8,1,Others,normal,algcovid19
2171,Ministry,4,1,Others,normal,ministri
2172,EIDs,76,1,Others,normal,eid
2173,portfolio,51,1,Others,normal,portfolio
2174,lions,29,1,Others,normal,lion
2175,cooccurrence,25,1,Others,normal,cooccurr
2176,telework,24,1,Others,normal,telework
2178,recognition,11,1,Others,normal,recognit
2179,Y4F,5,1,Others,normal,y4f
2180,APL,2,1,Others,normal,apl
2181,pMHC,4,1,Others,normal,pmhc
2182,p3P,4,1,Others,normal,p3p
2183,P14,14,1,Others,normal,p14
2185,V3P,8,1,Others,normal,v3p
2186,H2D,13,1,Others,normal,h2d
2187,gp33,8,1,Others,normal,gp33
2189,selfprotection,9,1,Others,normal,selfprotect
2190,HRV,26,1,Others,normal,hrv
2191,nAb,11,1,Others,normal,nab
2192,boost,11,1,Others,positive,boost
2195,RNASEL,25,1,Others,normal,rnasel
2196,PaKi,19,1,Others,normal,paki
2197,topics,43,1,Others,normal,topic
2198,Sina,44,1,Others,normal,sina
2199,Microblog,44,1,Others,normal,microblog
2200,fastidiosa,14,1,Others,normal,fastidiosa
2204,gL,13,1,Others,normal,gl
2205,XFM,12,1,Others,normal,xfm
2207,elimination,7,1,Others,negative,elimin
2208,glutamine,3,1,Others,normal,glutamin
2209,preferences,4,1,Others,normal,prefer
2210,mmol,17,1,Others,normal,mmol
2211,resin,9,1,Others,normal,resin
2212,DMF,27,1,Others,normal,dmf
2217,supplies,2,1,Others,normal,suppli
2218,purpose,2,1,Others,normal,purpos
2219,consequences,2,1,Others,normal,consequ
2220,building,3,1,Others,normal,build
2221,PAI,9,1,Others,normal,pai
2222,SPINT2,118,1,Others,normal,spint2
2223,HMPV,42,1,Others,normal,hmpv
2224,matriptase,39,1,Others,normal,matriptas
2225,KLK5,24,1,Others,normal,klk5
2226,silencing,19,1,Others,normal,silenc
2227,leaves,23,1,Others,normal,leav
2228,Speedmax,24,1,Others,normal,speedmax
2229,plateaus,16,1,Others,normal,plateau
2230,deterioration,7,1,Others,negative,deterior
2231,premiRNAs,48,1,Others,normal,premirna
2232,stemloops,49,1,Others,normal,stemloop
2233,RP,5,1,Others,normal,rp
2235,cosmetics,24,1,Others,normal,cosmet
2236,creams,17,1,Others,normal,cream
2238,PaKiT01,12,1,Others,normal,pakit01
2239,toxicity,76,1,Others,normal,toxic
2240,bPEI,64,1,Others,normal,bpei
2241,swan,9,1,Others,normal,swan
2242,Sincheonji,19,1,Others,normal,sincheonji
2243,cult,11,1,Others,normal,cult
2245,CD68,5,1,Others,normal,cd68
2246,C5b9,8,1,Others,normal,c5b9
2247,immunohistochemistry,8,1,Others,normal,immunohistochemistri
2248,ARF,10,1,Others,normal,arf
2251,snapshot,10,1,Others,normal,snapshot
2252,XBP1,4,1,Others,normal,xbp1
2253,NDV,10,1,Others,normal,ndv
2254,CHOP,11,1,Others,normal,chop
2256,MCL1,3,1,Others,normal,mcl1
2257,NDVinduced,3,1,Others,normal,ndvinduc
2258,HeLa,5,1,Others,normal,hela
2260,conjunctivitis,17,1,Others,normal,conjunct
2261,conjunctival,10,1,Others,normal,conjunctiv
2263,planning,13,1,Others,normal,plan
2264,payoffs,23,1,Others,normal,payoff
2265,utility,12,1,Others,normal,util
2267,anesthesia,18,1,Others,normal,anesthesia
2268,dexmedetomidine,37,1,Others,normal,dexmedetomidin
2269,alfaxalone,24,1,Others,normal,alfaxalon
2270,propofol,38,1,Others,normal,propofol
2271,isoflurane,17,1,Others,normal,isofluran
2273,slopes,13,1,Others,normal,slope
2274,reflexes,19,1,Others,normal,reflex
2275,CMGs,23,1,Others,normal,cmg
2276,IV,13,1,Others,normal,iv
2277,H20,13,1,Others,normal,h20
2278,Cambodia,4,1,Others,normal,cambodia
2282,KLK13,54,1,Others,normal,klk13
2283,RD,17,1,Others,normal,rd
2284,HAE,11,1,Others,normal,hae
2285,KLK,23,1,Others,normal,klk
2286,Epilepsy,23,1,Others,normal,epilepsi
2288,seizure,74,1,Others,normal,seizur
2289,MST,20,1,Others,normal,mst
2290,GST,22,1,Others,normal,gst
2291,aegypti,8,1,Others,normal,aegypti
2292,Manatee,17,1,Others,normal,manate
2293,Florida,15,1,Others,normal,florida
2294,DENV4,45,1,Others,normal,denv4
2295,robustness,12,1,Others,normal,robust
2299,glass,10,1,Others,normal,glass
2300,opacity,13,1,Others,normal,opac
2301,bronchogram,5,1,Others,normal,bronchogram
2302,Pathoscope,21,1,Others,normal,pathoscop
2303,metaMix,27,1,Others,normal,metamix
2304,transfusion,29,1,Others,normal,transfus
2310,repositioning,13,1,Others,normal,reposit
2312,WBC,8,1,Others,normal,wbc
2315,priming,3,1,Others,normal,prime
2316,MMGBSA,8,1,Others,normal,mmgbsa
2317,SIE,7,1,Others,normal,sie
2318,nelfinavir,10,1,Others,normal,nelfinavir
2320,9Oacetylation,11,1,Others,normal,9oacetyl
2321,TER119,35,1,Others,normal,ter119
2322,esterase,12,1,Others,normal,esteras
2323,CHEFcD,16,1,Others,normal,chefcd
2324,encephalitis,14,1,Others,normal,enceph
2325,TMEV,37,1,Others,normal,tmev
2326,Chemokine,20,1,Others,normal,chemokin
2327,CCL2,109,1,Others,normal,ccl2
2328,CCR2,32,1,Others,normal,ccr2
2329,CD45,24,1,Others,normal,cd45
2331,epistasis,26,1,Others,normal,epistasi
2332,eosinopenia,10,1,Others,normal,eosinopenia
2333,appendicitis,136,1,Others,normal,append
2334,clusteroutbreak,29,1,Others,normal,clusteroutbreak
2335,astroviruses,25,1,Others,normal,astrovirus
2336,ORF1b,17,1,Others,normal,orf1b
2339,ORFX,44,1,Others,normal,orfx
2340,genogroup,24,1,Others,normal,genogroup
2341,XP,77,1,Others,normal,xp
2342,Meplazumab,41,1,Others,normal,meplazumab
2347,constraint,16,1,Others,normal,constraint
2348,CPMPs,93,1,Others,normal,cpmp
2349,cytosol,79,1,Others,normal,cytosol
2350,CPPs,36,1,Others,normal,cpp
2352,HOPS,49,1,Others,normal,hop
2354,Saos2,72,1,Others,normal,saos2
2355,UL,40,1,Others,normal,ul
2356,Dex,57,1,Others,normal,dex
2357,Daegu,3,1,Others,normal,daegu
2358,Gyeongbuk,3,1,Others,normal,gyeongbuk
2359,summary,4,1,Others,normal,summari
2360,AVAN,58,1,Others,normal,avan
2362,exit,18,1,Others,normal,exit
2363,lumen,11,1,Others,normal,lumen
2364,Golgi,37,1,Others,normal,golgi
2366,gamma,23,1,Others,normal,gamma
2367,irritation,4,1,Others,negative,irrit
2368,relations,8,1,Others,normal,relat
2369,KermackMcKendrick,4,1,Others,normal,kermackmckendrick
2370,grow,3,1,Others,normal,grow
2371,trans,4,1,Others,normal,tran
2372,inf,4,1,Others,normal,inf
2375,MARylation,36,1,Others,normal,maryl
2376,macrodomain,23,1,Others,normal,macrodomain
2377,hydrolase,16,1,Others,normal,hydrolas
2378,ARTD10,28,1,Others,normal,artd10
2379,ARTD12,32,1,Others,normal,artd12
2381,nsP2,14,1,Others,normal,nsp2
2383,EGFP,16,1,Others,normal,egfp
2386,subsets,13,1,Others,normal,subset
2388,codetections,16,1,Others,normal,codetect
2389,HLA,15,1,Others,normal,hla
2390,allotypes,28,1,Others,normal,allotyp
2393,VI,23,1,Others,normal,vi
2395,MDCK,7,1,Others,normal,mdck
2396,H17PV,8,1,Others,normal,h17pv
2397,HLADR,17,1,Others,normal,hladr
2398,dsDNA,4,1,Others,normal,dsdna
2400,N7guanine,19,1,Others,normal,n7guanin
2402,Tobaniviridae,20,1,Others,normal,tobanivirida
2403,sweeps,21,1,Others,normal,sweep
2404,PARP1,37,1,Others,normal,parp1
2405,CVL218,73,1,Others,normal,cvl218
2407,Nipah,16,1,Others,normal,nipah
2408,NVIs,30,1,Others,normal,nvi
2410,p53,41,1,Others,normal,p53
2411,myoblasts,12,1,Others,normal,myoblast
2413,Pradhan,9,1,Others,normal,pradhan
2414,RSCU,13,1,Others,normal,rscu
2415,vertebrates,15,1,Others,normal,vertebr
2416,Monte,8,1,Others,normal,mont
2418,SEIQ,9,1,Others,normal,seiq
2419,reproducibility,6,1,Others,normal,reproduc
2420,USC,12,1,Others,normal,usc
2421,CC0,12,1,Others,normal,cc0
2422,Hamada,9,1,Others,normal,hamada
2423,STA,24,1,Others,normal,sta
2425,RN,10,1,Others,normal,rn
2426,SS,12,1,Others,normal,ss
2428,aspects,2,1,Others,normal,aspect
2429,genetics,2,1,Others,normal,genet
2431,ssRNA,1,1,Others,normal,ssrna
2433,IBMs,33,1,Others,normal,ibm
2434,lattice,29,1,Others,normal,lattic
2435,pairwise,18,1,Others,normal,pairwis
2436,GM1,27,1,Others,normal,gm1
2437,GM2,27,1,Others,normal,gm2
2438,direction,13,1,Others,normal,direct
2439,FLUAV,42,1,Others,normal,fluav
2440,EPS8,104,1,Others,normal,eps8
2441,SERINC5,84,1,Others,normal,serinc5
2443,jellies,49,1,Others,normal,jelli
2444,hive,34,1,Others,normal,hive
2445,queen,39,1,Others,normal,queen
2448,sulfate,4,1,Others,normal,sulfat
2449,heparan,3,1,Others,normal,heparan
2450,polysaccharides,3,1,Others,normal,polysaccharid
2451,heparin,30,1,Others,normal,heparin
2452,NaCl,5,1,Others,normal,nacl
2453,FGF2,8,1,Others,normal,fgf2
2454,FP,123,1,Others,normal,fp
2455,PPs,37,1,Others,normal,pp
2458,Ab10,11,1,Others,normal,ab10
2460,A129,2,1,Others,normal,a129
2461,GangwonKorea2012,4,1,Others,normal,gangwonkorea2012
2462,SD4,3,1,Others,normal,sd4
2463,spermatogonia,6,1,Others,normal,spermatogonia
2464,Leydig,7,1,Others,normal,leydig
2465,Sertoli,7,1,Others,normal,sertoli
2466,hormones,17,1,Others,normal,hormon
2467,LH,33,1,Others,normal,lh
2468,testosterone,6,1,Others,normal,testosteron
2469,FSH,9,1,Others,normal,fsh
2472,jejunum,22,1,Others,normal,jejunum
2473,IPECJ2,27,1,Others,normal,ipecj2
2474,airline,21,1,Others,normal,airlin
2475,IATA,12,1,Others,normal,iata
2476,ToA,20,1,Others,normal,toa
2479,Israel,13,1,Others,normal,israel
2480,Eyring,8,1,Others,normal,eyr
2482,MSIR,18,1,Others,normal,msir
2483,MSEIR,17,1,Others,normal,mseir
2484,basal,24,1,Others,normal,basal
2485,ganglia,21,1,Others,normal,ganglia
2486,thalamus,15,1,Others,normal,thalamu
2487,MRI,18,1,Others,normal,mri
2488,SNR,33,1,Others,normal,snr
2490,Pu,47,1,Others,normal,pu
2491,GPi,37,1,Others,normal,gpi
2492,GPe,36,1,Others,normal,gpe
2493,SNc,30,1,Others,normal,snc
2494,STN,46,1,Others,normal,stn
2495,Arrays,40,1,Others,normal,array
2496,chromatin,20,1,Others,normal,chromatin
2498,remodelers,102,1,Others,normal,remodel
2499,ruler,73,1,Others,normal,ruler
2500,Nhp10,23,1,Others,normal,nhp10
2502,INO80,92,1,Others,normal,ino80
2504,Reb1,45,1,Others,normal,reb1
2505,ISW1a,27,1,Others,normal,isw1a
2506,ISW2,21,1,Others,normal,isw2
2509,moment,8,1,Others,normal,moment
2510,Kermack,6,1,Others,normal,kermack
2511,McKendrick,6,1,Others,normal,mckendrick
2512,GCC,8,1,Others,normal,gcc
2513,cumulant,12,1,Others,normal,cumul
2514,ccfRNAs,18,1,Others,normal,ccfrna
2516,transfer,6,1,Others,normal,transfer
2518,HD5EU,18,1,Others,normal,hd5eu
2520,adenoma,6,1,Others,normal,adenoma
2522,Aspergillus,25,1,Others,normal,aspergillu
2523,CFUs,7,1,Others,normal,cfu
2524,Text,5,1,Others,normal,text
2525,Zscore,6,1,Others,normal,zscore
2526,cavity,15,1,Others,normal,caviti
2528,Dickeya,54,1,Others,normal,dickeya
2529,TaqMan,35,1,Others,normal,taqman
2530,dianthicola,51,1,Others,normal,dianthicola
2531,multiplex,12,1,Others,normal,multiplex
2532,Pectobacterium,10,1,Others,normal,pectobacterium
2533,flap,20,1,Others,normal,flap
2535,carriage,34,1,Others,normal,carriag
2536,neutrophils,12,1,Others,normal,neutrophil
2538,Spn,27,1,Others,normal,spn
2539,LAIV,18,1,Others,normal,laiv
2540,inoculation,10,1,Others,normal,inocul
2541,CVMs,17,1,Others,normal,cvm
2542,MLE,8,1,Others,normal,mle
2543,involvement,19,1,Others,normal,involv
2544,QSEIR,16,1,Others,normal,qseir
2545,phi6,35,1,Others,normal,phi6
2546,nanoswitches,60,1,Others,normal,nanoswitch
2547,Steroid,6,1,Others,normal,steroid
